asset,current_price,prev_close,opens,bids,ask,day_range_min,day_range_max,fifty_two_wk_min,fifty_two_wk_max,volume,avg_volume,market_cap,beta,PE_ratio,eps,earnings_date_min,earnings_date_max,dividend_yield,dividend_date,one_year_est,RSI,Adj_Close,Change,Gain,Loss,AVG_gain,AVG_Loss,RS,target
(DD),40.5,42.42,41.04,40240.0,40470.0,39.9,42.12,23.75,83.72,12961450.0,6925403.0,29.945,1.11,60.81,0.67,"Apr 29, 2020 "," May 03, 2020","['1.20', '(2.72%)']","Feb 26, 2020",68.53,21.693486208854466,40.5,-1.9200000000000017,0.0,1.9200000000000017,0.2543220357419281,0.918020820050993,0.2770329715700798,0.0
(HST),13.46,13.15,12.68,12620.0,13520.0,12.57,13.62,12.57,19.99,19090816.0,8585159.0,9.402,1.27,10.68,1.26,"Apr 28, 2020 "," May 03, 2020","['0.80', '(6.08%)']","Mar 29, 2020",18.13,27.210941440094643,13.46,0.3100000000000005,0.3100000000000005,0.0,0.10297595677514593,0.2754598904440665,0.37383285315745707,0.0
(CLF),5.18,5.46,5.27,5160.0,5180.0,5.01,5.71,5.01,11.61,14688683.0,10779044.0,1.406,2.0,5.01,1.03,"Apr 22, 2020 "," Apr 26, 2020","['0.24', '(4.20%)']","Apr 01, 2020",7.89,23.855081062876987,5.18,-0.28000000000000025,0.0,0.28000000000000025,0.050688163890254496,0.16179555711094906,0.3132852644123954,0.0
(CIG),2.95,3.09,2.9,3000.0,3170.0,2.84,2.98,2.84,4.11,5860094.0,3816601.0,4.428,1.0,13.85,0.213,N,/,"['0.18', '(5.78%)']","Jan 02, 2020",4.1,34.43607312717003,2.95,-0.13999999999999968,0.0,0.13999999999999968,0.02708082554189466,0.05156003876887341,0.5252289600341271,2.0
(MRK),82.2,81.58,79.97,81710.0,81940.0,79.43,82.62,72.23,92.64,13546179.0,10677495.0,208.481,0.69,21.57,3.81,A,p,"['2.44', '(2.99%)']","Mar 12, 2020",97.67,48.14305730379201,82.2,0.6200000000000045,0.6200000000000045,0.0,0.6601297035103707,0.7110538907196851,0.9283820989183084,2.0
(IBN),12.91,13.05,12.93,12830.0,12890.0,12.66,12.94,10.43,15.42,9491335.0,6552475.0,43.614,0.75,37.1,0.35,N,/,"['0.03', '(0.22%)']","Jul 22, 2019",19.45,,,,,,,,,
(VIPS),16.51,16.66,16.14,16450.0,16490.0,15.94,16.9,6.17,17.06,11818257.0,5738395.0,11.045,1.97,34.25,0.48,"May 19, 2020 "," May 24, 2020","['N/A', '(N/A)']",,103.26,,,,,,,,,
(ZAYO),34.99,34.96,34.96,34980.0,34990.0,34.94,34.99,27.04,35.01,12723039.0,3736134.0,8.314,0.6,47.16,0.74,"May 05, 2020 "," May 10, 2020","['N/A', '(N/A)']",,35.0,,,,,,,,,
(NVDA),266.04,273.29,266.08,263100.0,264150.0,258.0,268.38,132.6,316.32,12284335.0,10615632.0,169.356,2.03,58.86,4.52,"May 13, 2020 "," May 17, 2020","['0.64', '(0.23%)']","Feb 26, 2020",303.15,,,,,,,,,
(USB),42.45,43.78,41.68,41010.0,42520.0,41.4,42.73,41.4,61.11,13378478.0,7253618.0,64.63,1.14,10.2,4.16,A,p,"['1.68', '(3.84%)']","Dec 29, 2019",57.66,19.375283859378285,42.45,-1.3299999999999983,0.0,1.3299999999999983,0.20318629084866904,0.8455017816634669,0.2403144443396842,0.0
(CVX),95.32,97.19,93.92,94510.0,95870.0,93.42,96.06,90.11,127.34,16576474.0,7689839.0,179.137,1.06,61.9,1.54,"Apr 23, 2020 "," Apr 27, 2020","['5.16', '(5.31%)']","Feb 13, 2020",129.14,,,,,,,,,
(ABBV),88.82,90.61,88.73,88600.0,88750.0,87.26,89.76,62.66,97.86,12521280.0,9190624.0,131.379,0.79,16.82,5.28,"Apr 22, 2020 "," Apr 26, 2020","['4.72', '(5.21%)']","Apr 13, 2020",100.77,,,,,,,,,
(PBR-A),9.89,10.95,10.09,9920.0,11930.0,9.72,10.27,9.72,15.75,11485168.0,6490365.0,66.748,1.9,13.47,0.73,N,/,"['0.40', '(3.62%)']","Dec 26, 2019",18.44,22.942649639700065,9.89,-1.0599999999999987,0.0,1.0599999999999987,0.08507980976204886,0.2857570861421905,0.2977347330582515,0.0
(SBUX),75.34,76.19,73.46,75000.0,75210.0,72.05,75.71,69.03,99.72,18080148.0,8142414.0,88.427,0.53,24.68,3.05,A,p,"['1.64', '(1.99%)']","Feb 04, 2020",93.71,30.638969954725,75.34,-0.8499999999999943,0.0,0.8499999999999943,0.4984995027234545,1.1285117951761945,0.44173176111608464,2.0
(HBI),12.02,12.4,12.07,12000.0,12480.0,12.01,12.55,12.01,19.1,12292583.0,7055113.0,4.357,1.04,7.33,1.64,"Apr 29, 2020 "," May 03, 2020","['0.60', '(4.84%)']","Feb 13, 2020",16.57,34.52186079015564,12.02,-0.3800000000000008,0.0,0.3800000000000008,0.12768323858132172,0.2421787435333048,0.5272272732051834,2.0
(SABR),10.15,10.74,10.3,10000.0,10400.0,9.89,10.92,9.89,25.44,12223208.0,2412681.0,2.779,1.17,17.68,0.57,"Apr 27, 2020 "," May 03, 2020","['0.56', '(5.21%)']","Mar 18, 2020",18.5,7.638661023672185,10.15,-0.5899999999999999,0.0,0.5899999999999999,0.053207721338651065,0.6433504997129248,0.08270409576489543,0.0
(AXP),108.24,110.94,105.73,106010.0,107980.0,103.79,108.77,103.79,138.13,9472923.0,3814045.0,87.462,1.09,13.55,7.99,"Apr 15, 2020 "," Apr 19, 2020","['1.72', '(1.55%)']","Jan 01, 2020",139.13,,,,,,,,,
(LYG),2.3,2.34,2.34,2300.0,2550.0,2.28,2.39,2.28,3.58,17255125.0,8706542.0,41.872,0.78,7.67,0.3,N,/,"['0.11', '(4.44%)']","Aug 08, 2019",2.59,23.20425260930232,2.3,-0.040000000000000036,0.0,0.040000000000000036,0.013828029365400042,0.045764622025821884,0.3021554369573471,0.0
(JNJ),142.03,142.01,138.48,141200.0,141600.0,137.41,143.01,126.1,154.5,11926830.0,7367193.0,374.209,0.75,25.23,5.63,A,p,"['3.80', '(2.68%)']","Feb 23, 2020",161.88,45.68104619011469,142.03,0.020000000000010232,0.020000000000010232,0.0,0.9652859654125188,1.1478135494173434,0.8409780193852217,2.0
(AMCR),9.32,9.39,9.51,9040.0,9550.0,9.1,9.39,9.1,11.77,10529988.0,7669198.0,14.95,0.24,29.78,0.31,F,e,"['0.46', '(4.71%)']","Mar 02, 2020",10.37,37.834372693313796,9.32,-0.07000000000000027,0.0,0.07000000000000027,0.07049130148807274,0.11582420071273468,0.6086059826383274,2.0
(LUV),45.73,45.25,43.56,45120.0,45980.0,42.72,46.8,42.72,58.83,10396150.0,4803563.0,23.656,1.6,10.71,4.27,A,p,"['0.72', '(1.59%)']","Mar 02, 2020",56.13,,,,,,,,,
(SYF),28.25,29.26,28.1,28050.0,28240.0,27.75,28.87,27.75,38.18,10653433.0,6442578.0,17.331,1.2,5.08,5.56,"Apr 15, 2020 "," Apr 19, 2020","['0.88', '(3.01%)']","Feb 05, 2020",39.06,,,,,,,,,
(TJX),58.56,59.57,57.26,58120.0,58520.0,57.02,59.08,49.05,64.95,10226018.0,5205398.0,70.458,0.6,21.95,2.67,M,a,"['0.92', '(1.54%)']","Feb 11, 2020",70.38,,,,,,,,,
(RDS-A),41.87,43.73,42.7,41870.0,41990.0,41.67,42.95,41.67,66.48,10347578.0,4503759.0,163.52,0.93,10.74,3.9,N,/,"['3.76', '(8.60%)']","Feb 12, 2020",72.93,,,,,,,,,
(BX),54.06,57.79,55.13,53510.0,53990.0,52.68,55.46,32.44,64.97,10095991.0,4237434.0,64.7,1.52,17.84,3.03,"Apr 15, 2020 "," Apr 19, 2020","['2.44', '(4.22%)']","Feb 06, 2020",64.5,,,,,,,,,
(NEM),52.35,52.08,52.18,52080.0,52320.0,50.16,52.49,29.77,52.49,11795816.0,7889786.0,42.277,0.09,13.73,3.81,"Apr 22, 2020 "," Apr 26, 2020","['0.56', '(1.08%)']","Mar 03, 2020",51.59,,,,,,,,,
(JCI),38.16,38.82,37.28,37010.0,38890.0,37.26,38.48,35.12,44.82,9818079.0,5582754.0,29.108,1.1,5.83,6.55,"Apr 28, 2020 "," May 03, 2020","['1.04', '(2.68%)']","Mar 12, 2020",44.27,,,,,,,,,
(AMAT),57.82,59.13,57.0,56510.0,57390.0,56.25,58.47,36.8,69.44,8958735.0,7866208.0,53.096,1.45,19.18,3.02,M,a,"['0.84', '(1.42%)']","Feb 17, 2020",75.73,,,,,,,,,
(BBVA),4.52,4.52,4.51,4490.0,4500.0,4.46,4.6,4.46,6.44,9561761.0,6375224.0,30.625,1.25,6.3,0.718,N,/,"['0.47', '(10.29%)']","Apr 06, 2020",7.58,,,,,,,,,
(QCOM),77.47,79.17,76.33,76660.0,77100.0,75.83,78.08,53.03,96.17,8398503.0,10009362.0,88.551,1.53,21.98,3.52,A,p,"['2.48', '(3.08%)']","Mar 03, 2020",99.87,39.01588197604134,77.47,-1.7000000000000028,0.0,1.7000000000000028,0.7705181653900374,1.204365206112862,0.6397711935542509,2.0
(CNP),21.55,22.67,22.0,21010.0,23550.0,21.07,22.11,21.07,31.17,10889407.0,5900406.0,10.823,0.64,16.2,1.33,"May 06, 2020 "," May 10, 2020","['1.16', '(5.12%)']","Feb 18, 2020",27.0,,,,,,,,,
(AES),16.82,16.73,16.13,16360.0,16810.0,15.89,16.93,14.6,21.23,9260566.0,4550144.0,11.169,1.12,37.29,0.45,"May 04, 2020 "," May 10, 2020","['0.57', '(3.43%)']","Jan 29, 2020",20.0,,,,,,,,,
(VEON),1.94,2.02,1.98,1930.0,1970.0,1.92,2.0,1.85,3.28,13903651.0,6289800.0,3.393,1.63,5.46,0.355,N,/,"['0.30', '(14.85%)']","Feb 25, 2020",3.42,,,,,,,,,
(AIG),37.84,40.65,39.16,37430.0,37750.0,37.42,39.55,37.42,58.66,14567360.0,5315783.0,32.76,1.15,10.11,3.74,"May 03, 2020 "," May 07, 2020","['1.28', '(3.15%)']","Mar 12, 2020",57.87,21.573421848723527,37.84,-2.809999999999995,0.0,2.809999999999995,0.25290467313643444,0.9193927718857072,0.27507794369289845,0.0
(QD),2.11,2.3,2.24,2110.0,2130.0,2.1,2.31,2.1,9.205,7377800.0,7780695.0,589.112M,1.37,2.0,1.053,N,o,"['N/A', '(N/A)']",,28.71,33.566968191530194,2.11,-0.18999999999999995,0.0,0.18999999999999995,0.04584603886345025,0.09073477654369867,0.5052752716194808,2.0
(NYCB),11.76,11.72,11.45,11120.0,11770.0,11.38,11.88,9.38,13.79,8956928.0,4709852.0,5.375,0.98,15.29,0.77,"Apr 27, 2020 "," May 03, 2020","['0.68', '(6.07%)']","Feb 06, 2020",11.95,60.19059065671553,11.76,0.03999999999999915,0.03999999999999915,0.0,0.08872229848540086,0.058679974058176536,1.5119689452732157,2.0
(MDT),99.06,100.18,97.28,97080.0,99250.0,96.79,99.43,82.77,122.15,6648164.0,4864029.0,132.757,0.67,24.7,4.01,M,a,"['2.16', '(2.16%)']","Dec 25, 2019",126.17,28.045164958649693,99.06,-1.1200000000000043,0.0,1.1200000000000043,0.5059988175056325,1.2982295343392805,0.389760673379808,0.0
(AMTD),35.16,35.88,34.22,34060.0,35650.0,33.5,36.19,32.69,56.37,8835595.0,4639042.0,19.009,1.24,9.79,3.59,"Apr 20, 2020 "," Apr 26, 2020","['1.24', '(3.46%)']","Feb 03, 2020",51.62,21.510205840484872,35.16,-0.720000000000006,0.0,0.720000000000006,0.2765128025356962,1.0089830434188076,0.2740509905882745,0.0
(NKE),88.36,90.58,88.36,87160.0,88290.0,85.88,89.39,77.07,105.62,12333530.0,6804296.0,137.609,0.86,30.9,2.86,M,a,"['0.98', '(1.08%)']","Feb 27, 2020",110.11,34.544645314896044,88.36,-2.2199999999999993,0.0,2.2199999999999993,0.6014714943969842,1.1396709863382948,0.5277588897208674,2.0
(FHN),12.63,13.16,12.64,12500.0,12990.0,12.45,13.08,12.45,17.42,10871434.0,4873762.0,3.936,1.36,9.15,1.38,"Apr 13, 2020 "," Apr 19, 2020","['0.60', '(4.56%)']","Mar 11, 2020",19.08,,,,,,,,,
(MTDR),6.55,9.09,8.67,6710.0,6540.0,6.47,8.95,6.47,22.25,8756248.0,3062001.0,793.153M,2.33,8.73,0.75,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,21.53,,,,,,,,,
(KHC),26.03,26.65,25.66,25950.0,26080.0,25.62,26.39,24.01,33.78,8694622.0,8231939.0,31.793,1.09,16.47,1.58,"May 05, 2020 "," May 10, 2020","['1.60', '(6.05%)']","Mar 11, 2020",28.26,,,,,,,,,
(CNC),58.56,59.72,57.4,55000.0,59670.0,56.33,58.83,41.62,68.64,8312079.0,5467227.0,34.361,1.06,18.65,3.14,"Apr 20, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,80.87,46.32093927078519,58.56,-1.1599999999999966,0.0,1.1599999999999966,0.9553884213188002,1.107152702326695,0.8629238038357671,2.0
(UAA),12.63,13.25,12.79,12510.0,13140.0,12.49,13.12,12.49,27.72,8557155.0,6625234.0,5.375,0.91,62.22,0.2,A,p,"['N/A', '(N/A)']",,17.96,19.257315360919208,12.63,-0.6199999999999992,0.0,0.6199999999999992,0.08684799606486772,0.3641390415214669,0.23850229215190544,0.0
(CVS),64.15,64.36,62.57,64099.99999999999,63940.0,62.2,65.09,51.72,77.03,11514730.0,7801542.0,83.662,0.96,12.63,5.08,"Apr 28, 2020 "," May 03, 2020","['2.00', '(3.11%)']","Jan 21, 2020",84.25,41.753168805972905,64.15,-0.20999999999999372,0.0,0.20999999999999372,0.6501092262379334,0.9069204431962422,0.7168315932396077,2.0
(WMT),117.23,115.92,113.87,116260.0,117050.0,113.01,117.91,95.0,125.38,9497691.0,6255147.0,332.603,0.43,22.59,5.19,M,a,"['2.16', '(1.86%)']","Mar 18, 2020",129.07,,,,,,,,,
(PYPL),110.89,112.18,107.95,109630.0,110290.0,107.58,111.57,94.51,124.45,8524269.0,7388631.0,130.07,0.92,53.57,2.07,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,130.49,43.749384714821346,110.89,-1.2900000000000065,0.0,1.2900000000000065,0.9714247158770968,1.2490058620825493,0.7777583319403936,2.0
(EXC),45.17,46.13,44.01,45100.0,45110.0,43.56,45.36,42.32,51.18,7999402.0,6177314.0,44.01,0.37,15.01,3.01,"Apr 29, 2020 "," May 03, 2020","['1.53', '(3.32%)']","Feb 18, 2020",55.27,42.4260865547371,45.17,-0.9600000000000009,0.0,0.9600000000000009,0.3790988347620294,0.5144524341557987,0.7368977374635605,2.0
(CFG),27.98,29.77,28.28,27510.0,27970.0,27.48,29.16,27.48,41.29,8204938.0,4246496.0,11.96,1.54,7.34,3.81,A,p,"['1.56', '(5.24%)']","Jan 27, 2020",43.61,22.308963865748357,27.98,-1.7899999999999991,0.0,1.7899999999999991,0.21841939632155827,0.7606462278641727,0.2871497791224977,0.0
(MPLX),18.29,19.31,18.75,17930.0,18520.0,17.99,18.94,17.68,34.59,7811822.0,3875990.0,19.359,1.17,18.29,1.0,A,p,"['2.75', '(14.24%)']","Feb 02, 2020",30.94,,,,,,,,,
(CLR),14.85,17.49,16.68,14860.0,14920.0,14.67,16.94,14.67,52.04,8019165.0,3145995.0,5.517,2.18,7.14,2.08,"Apr 26, 2020 "," Apr 30, 2020","['0.20', '(1.14%)']","Feb 05, 2020",38.84,,,,,,,,,
(SLM),9.98,10.39,9.96,9970.0,10060.0,9.77,10.28,7.76,12.32,4339142.0,4432042.0,4.218,1.38,7.68,1.3,"Oct 20, 2019 "," Oct 24, 2019","['0.12', '(1.09%)']","Mar 04, 2020",13.91,,,,,,,,,
(LVS),54.86,54.94,53.0,54200.0,54750.0,52.54,56.09,51.17,74.29,9544931.0,4725957.0,41.896,1.62,15.68,3.5,"Apr 14, 2020 "," Apr 19, 2020","['3.16', '(5.75%)']","Mar 16, 2020",72.35,,,,,,,,,
(FITB),22.2,23.68,22.45,21860.0,22200.0,21.86,23.16,21.86,31.64,11039258.0,4968255.0,15.787,1.36,6.67,3.33,"Apr 21, 2019 "," Apr 25, 2019","['1.08', '(4.56%)']","Mar 29, 2020",31.91,,,,,,,,,
(MET),39.18,40.62,38.78,38790.0,38700.0,38.33,40.28,38.33,53.28,10507883.0,6202373.0,35.882,1.12,6.47,6.06,"Apr 28, 2020 "," May 03, 2020","['1.76', '(4.33%)']","Feb 02, 2020",56.58,23.586036601396327,39.18,-1.4399999999999975,0.0,1.4399999999999975,0.2774695094967,0.8989447994689418,0.30866134345581303,0.0
(NAVI),10.49,10.44,9.99,10480.0,10490.0,9.82,10.66,9.82,15.67,4023607.0,2042408.0,2.028,2.16,4.1,2.56,"Apr 20, 2020 "," Apr 26, 2020","['0.64', '(6.13%)']","Mar 04, 2020",17.28,27.43181197643095,10.49,0.05000000000000071,0.05000000000000071,0.0,0.08952236446056139,0.2368226999394053,0.3780142886786911,0.0
(UA),11.14,11.73,11.33,11000.0,11110.0,11.03,11.61,11.03,24.55,7455495.0,2898873.0,5.355,0.91,54.88,0.2,"Apr 24, 2018 "," Apr 29, 2018","['N/A', '(N/A)']",,17.5,,,,,,,,,
(AEO),11.94,11.86,11.31,11850.0,12220.0,11.22,12.21,11.22,24.3,7312051.0,4670670.0,1.994,0.92,10.66,1.12,"Jun 02, 2020 "," Jun 07, 2020","['0.55', '(4.64%)']","Jan 01, 2020",15.4,,,,,,,,,
(WBA),50.51,48.78,47.25,50410.0,50500.0,47.18,50.84,44.61,64.5,10691247.0,5456000.0,44.745,0.89,12.39,4.08,A,p,"['1.83', '(3.75%)']","Feb 17, 2020",55.56,,,,,,,,,
(ATUS),25.83,26.44,25.56,24980.0,26510.0,25.13,26.19,20.84,31.78,6784587.0,5788113.0,16.35,0.79,123.0,0.21,F,e,"['N/A', '(N/A)']","Jun 06, 2018",33.8,39.45979887866244,25.83,-0.6100000000000029,0.0,0.6100000000000029,0.2282651143804597,0.35020999412773945,0.6517949750377477,2.0
(BEN),21.65,22.13,21.25,20970.0,22470.0,21.17,22.49,21.17,35.82,7585711.0,4862054.0,10.758,1.25,8.63,2.51,"Apr 23, 2020 "," Apr 27, 2020","['1.08', '(4.88%)']","Mar 29, 2020",25.92,,,,,,,,,
(ERI),33.65,34.74,33.17,32090.000000000004,33990.0,31.81,36.47,31.81,70.74,7042273.0,1947163.0,2.618,1.67,32.67,1.03,F,e,"['N/A', '(N/A)']",,67.82,,,,,,,,,
(ATVI),59.97,61.52,59.65,59210.0,59940.0,58.36,60.88,40.89,64.53,9203371.0,6021675.0,46.13,0.76,30.75,1.95,"Apr 29, 2020 "," May 03, 2020","['0.41', '(0.67%)']","Apr 13, 2020",67.24,,,,,,,,,
(MAR),110.66,110.22,104.64,107040.0,110190.0,103.89,113.07,103.89,153.39,6273840.0,2194067.0,35.878,1.29,29.12,3.8,"May 07, 2020 "," May 11, 2020","['1.92', '(1.74%)']","Feb 26, 2020",146.19,27.42776754500996,110.66,0.4399999999999977,0.4399999999999977,0.0,0.9134155902079498,2.4168430198265787,0.3779374923049376,0.0
(TECK),10.51,10.85,10.51,10000.0,11060.0,10.43,10.97,9.6,25.75,6931509.0,4762378.0,5.764,2.36,2.35,4.47,N,/,"['0.15', '(1.47%)']","Mar 11, 2020",32.12,34.74675193273589,10.51,-0.33999999999999986,0.0,0.33999999999999986,0.13928011190300166,0.26156343218602696,0.5324907642439252,2.0
(SBGI),21.89,23.24,22.63,21970.0,22010.0,21.54,23.4,21.54,66.57,3034354.0,1556934.0,2.017,0.98,42.92,0.51,M,a,"['0.80', '(3.40%)']","Mar 05, 2020",40.5,23.348286214839067,21.89,-1.3299999999999983,0.0,1.3299999999999983,0.16372655627684166,0.5375093064769086,0.3046022725633967,0.0
(AEG),3.08,3.19,3.09,3060.0,3510.0,3.03,3.17,3.03,5.42,6892742.0,1868373.0,6.238,1.38,2.82,1.092,N,/,"['0.35', '(10.88%)']","May 18, 2020",5.16,,,,,,,,,
(BCS),6.74,6.89,6.75,6690.0,6800.0,6.69,6.91,6.54,10.22,6111316.0,4402591.0,29.383,0.84,60.18,0.11,N,/,"['0.46', '(6.65%)']","Feb 26, 2020",9.56,20.793512664764908,6.74,-0.14999999999999947,0.0,0.14999999999999947,0.03658785546796617,0.13937017556719009,0.26252284837172524,0.0
(KSS),34.65,34.14,33.5,34260.0,34800.0,32.88,35.98,32.88,75.91,6279001.0,3594619.0,5.425,0.97,7.93,4.37,"May 18, 2020 "," May 24, 2020","['2.82', '(8.25%)']","Mar 16, 2020",41.56,20.927733958257832,34.65,0.509999999999998,0.509999999999998,0.0,0.18553644980784986,0.7010213121453474,0.26466591898618536,0.0
(JWN),29.04,29.37,28.67,29050.0,29030.0,28.08,30.2,25.01,46.2,4620853.0,2946427.0,4.519,0.67,9.13,3.18,"May 18, 2020 "," May 24, 2020","['1.48', '(5.04%)']","Mar 08, 2020",36.17,,,,,,,,,
(XEL),70.15,69.25,66.51,63500.0,68690.0,66.23,70.16,54.46,72.14,6689606.0,3135321.0,36.806,0.27,26.57,2.64,"Apr 22, 2020 "," Apr 26, 2020","['1.72', '(2.48%)']","Mar 11, 2020",68.27,,,,,,,,,
(LOW),105.31,107.52,103.95,103010.0,105150.0,102.17,106.05,91.6,126.73,6616627.0,4006795.0,80.717,1.25,19.18,5.49,M,a,"['2.20', '(2.05%)']","Jan 20, 2020",134.19,,,,,,,,,
(PM),87.27,87.86,84.57,84880.0,88880.0,83.74,87.56,69.27,92.74,6259218.0,5091003.0,135.784,0.93,18.93,4.61,A,p,"['4.68', '(5.33%)']","Mar 19, 2020",96.6,52.60399206251794,87.27,-0.5900000000000034,0.0,0.5900000000000034,0.8006090774460696,0.7213459036408689,1.1098823371771205,2.0
(HPQ),21.41,21.54,20.89,21010.0,21440.0,20.89,21.49,15.93,23.93,12610483.0,11556914.0,30.688,1.38,10.59,2.02,"May 06, 2020 "," May 10, 2020","['0.70', '(3.27%)']","Mar 09, 2020",24.45,,,,,,,,,
(DISCA),25.44,25.23,24.34,24130.0,25780.0,24.25,25.56,23.89,33.66,6101532.0,4276265.0,12.792,1.53,10.27,2.48,"Aug 04, 2019 "," Aug 08, 2019","['N/A', '(N/A)']",,32.62,31.320851758595094,25.44,0.21000000000000085,0.21000000000000085,0.0,0.1774958281244397,0.38920596368022,0.4560460133911876,2.0
(AKS),2.08,2.17,2.09,2020.0,2060.0,2.01,2.275,1.66,3.59,7645359.0,7270219.0,659.171M,2.94,59.43,0.035,"Apr 26, 2020 "," Apr 30, 2020","['N/A', '(N/A)']","May 10, 2012",3.11,23.665479167978376,2.08,-0.08999999999999986,0.0,0.08999999999999986,0.0190073453897739,0.061309411582941974,0.3100232884156775,0.0
(HD),228.51,234.81,227.57,225010.0,228510.0,222.25,230.29,179.52,247.36,6819448.0,4985337.0,249.266,0.93,22.29,10.25,M,a,"['6.00', '(2.56%)']","Mar 10, 2020",253.88,,,,,,,,,
(TS),16.46,17.49,16.97,16000.0,16480.0,16.39,17.15,16.39,30.32,6466643.0,2364152.0,9.637,0.99,13.08,1.26,N,/,"['0.82', '(4.69%)']","May 17, 2020",26.44,,,,,,,,,
(HLT),90.45,91.5,89.02,88750.0,90440.0,88.32,94.21,81.66,115.48,6258207.0,2490318.0,25.095,1.1,29.75,3.04,"Apr 28, 2020 "," May 03, 2020","['0.60', '(0.61%)']","Feb 26, 2020",115.45,29.048839216675788,90.45,-1.0499999999999972,0.0,1.0499999999999972,0.6326948752298592,1.5453435328131515,0.40942021097283016,0.0
(NRZ),15.71,16.11,15.75,15700.0,15890.0,15.24,15.83,13.63,17.66,6208690.0,4705537.0,6.528,0.93,11.72,1.34,"Apr 28, 2020 "," May 03, 2020","['2.00', '(12.41%)']","Dec 29, 2019",18.23,37.2471740406181,15.71,-0.3999999999999986,0.0,0.3999999999999986,0.1033491042185627,0.17411920547349705,0.5935537319821601,2.0
(CX),2.92,3.19,3.08,2920.0,3160.0,2.9,3.1,2.82,5.1,10885593.0,8229657.0,4.411,0.98,32.44,0.09,N,/,"['0.10', '(3.11%)']","Dec 12, 2019",5.29,25.61531884370592,2.92,-0.27,0.0,0.27,0.029394972732039094,0.08536047072503852,0.3443628237094147,0.0
(PSX),69.3,71.98,70.0,68850.0,73270.0,68.02,71.16,68.02,119.92,6085600.0,2960070.0,30.454,1.2,10.23,6.77,A,p,"['3.60', '(5.00%)']","Feb 13, 2020",119.53,18.95352007579814,69.3,-2.680000000000007,0.0,2.680000000000007,0.34578405047258626,1.4785950046567031,0.2338598800777564,0.0
(TGE),20.61,21.74,21.59,20590.0,20530.0,20.5,21.59,14.28,25.96,6270314.0,5147478.0,5.807,0.69,14.56,1.42,"May 04, 2020 "," May 10, 2020","['2.14', '(9.69%)']","Oct 29, 2019",21.53,18.85780735156653,20.61,-1.129999999999999,0.0,1.129999999999999,0.03166338772084066,0.13624260013097794,0.2324044585937204,0.0
(EPD),22.42,23.67,23.0,22340.0,22470.0,22.17,23.05,21.95,30.87,14747411.0,6591995.0,49.083,0.92,10.75,2.09,A,p,"['1.78', '(7.52%)']","Jan 29, 2020",34.36,29.38196564619244,22.42,-1.25,0.0,1.25,0.14130424218236656,0.3396174357063894,0.41606886845623786,0.0
(TXN),113.16,114.72,111.09,111290.0,113090.0,110.14,113.84,101.57,135.7,5438118.0,4893254.0,105.689,1.15,21.61,5.24,"Apr 20, 2020 "," Apr 26, 2020","['3.60', '(3.14%)']","Jan 29, 2020",135.07,,,,,,,,,
(FE),46.48,47.13,45.73,44710.0,46990.0,44.73,46.69,39.27,52.52,5893461.0,3541963.0,25.132,0.44,27.58,1.68,"Apr 20, 2020 "," Apr 26, 2020","['1.56', '(3.31%)']","Feb 05, 2020",54.31,,,,,,,,,
(GIS),54.77,54.3,52.6,53790.0,55190.0,52.44,55.02,46.19,56.4,5945701.0,4063390.0,33.126,0.73,15.74,3.48,M,a,"['1.96', '(3.61%)']","Apr 07, 2020",55.11,,,,,,,,,
(KKR),26.95,28.19,26.94,26190.0,27340.0,26.22,27.21,22.01,34.14,6076253.0,3262198.0,22.865,1.73,7.61,3.54,"Apr 27, 2020 "," May 03, 2020","['0.50', '(1.77%)']","Feb 06, 2020",36.86,,,,,,,,,
(PAA),11.99,13.1,12.82,12000.0,13120.0,11.74,12.87,11.74,25.27,11012699.0,4773980.0,8.729,1.13,4.53,2.65,"May 04, 2020 "," May 10, 2020","['1.44', '(10.99%)']","Jan 29, 2020",22.79,19.01872333543315,11.99,-1.1099999999999994,0.0,1.1099999999999994,0.07443766976175391,0.3169538471602655,0.2348533404111515,0.0
(CAT),121.41,121.97,119.0,119060.0,121660.0,118.83,121.85,111.75,150.55,4946391.0,3359949.0,66.786,1.42,11.3,10.74,A,p,"['4.12', '(3.38%)']","Jan 16, 2020",147.62,,,,,,,,,
(TMUS),87.86,89.86,86.1,86010.0,87840.0,85.42,88.28,68.16,101.35,5266203.0,4061519.0,75.29,0.19,21.86,4.02,"Apr 22, 2020 "," Apr 26, 2020","['N/A', '(N/A)']","Apr 30, 2013",97.05,,,,,,,,,
(ICE),94.04,97.91,95.13,93570.0,93520.0,92.18,96.58,71.9,101.93,5503356.0,3791447.0,52.046,0.43,27.5,3.42,A,p,"['1.20', '(1.23%)']","Mar 15, 2020",104.12,,,,,,,,,
(ZION),35.28,36.1,34.44,35240.0,35290.0,34.21,36.19,34.21,52.48,5900561.0,2242209.0,5.818,1.52,8.48,4.16,"Oct 20, 2019 "," Oct 24, 2019","['1.36', '(3.77%)']","Feb 11, 2020",52.14,19.907413724747613,35.28,-0.8200000000000003,0.0,0.8200000000000003,0.19413154537050728,0.7810405591262986,0.2485550117751505,0.0
